model,image,synset,y_true,y_pred,confidence,is_correct,dataset_type,corruption,severity,perturbation
convnext_base,ILSVRC2012_val_00000293.JPEG,n01440764,0,391,0.12560625,0,imagenet_c,gaussian_noise,3,none
convnext_base,ILSVRC2012_val_00002138.JPEG,n01440764,0,0,0.22710288,1,imagenet_c,gaussian_noise,3,none
convnext_base,ILSVRC2012_val_00003014.JPEG,n01440764,0,0,0.2616244,1,imagenet_c,gaussian_noise,3,none
convnext_base,ILSVRC2012_val_00006697.JPEG,n01440764,0,0,0.71401453,1,imagenet_c,gaussian_noise,3,none
convnext_base,ILSVRC2012_val_00007197.JPEG,n01440764,0,0,0.6406004,1,imagenet_c,gaussian_noise,3,none
convnext_base,ILSVRC2012_val_00009111.JPEG,n01440764,0,0,0.7100793,1,imagenet_c,gaussian_noise,3,none
convnext_base,ILSVRC2012_val_00009191.JPEG,n01440764,0,0,0.6133862,1,imagenet_c,gaussian_noise,3,none
convnext_base,ILSVRC2012_val_00009346.JPEG,n01440764,0,0,0.68148583,1,imagenet_c,gaussian_noise,3,none
convnext_base,ILSVRC2012_val_00009379.JPEG,n01440764,0,0,0.56178176,1,imagenet_c,gaussian_noise,3,none
convnext_base,ILSVRC2012_val_00009396.JPEG,n01440764,0,0,0.7156313,1,imagenet_c,gaussian_noise,3,none
convnext_base,ILSVRC2012_val_00010306.JPEG,n01440764,0,9,0.14788514,0,imagenet_c,gaussian_noise,3,none
convnext_base,ILSVRC2012_val_00011233.JPEG,n01440764,0,0,0.66683835,1,imagenet_c,gaussian_noise,3,none
convnext_base,ILSVRC2012_val_00011993.JPEG,n01440764,0,0,0.622541,1,imagenet_c,gaussian_noise,3,none
convnext_base,ILSVRC2012_val_00012503.JPEG,n01440764,0,0,0.6335597,1,imagenet_c,gaussian_noise,3,none
convnext_base,ILSVRC2012_val_00013716.JPEG,n01440764,0,0,0.73560625,1,imagenet_c,gaussian_noise,3,none
convnext_base,ILSVRC2012_val_00016018.JPEG,n01440764,0,0,0.68813986,1,imagenet_c,gaussian_noise,3,none
convnext_base,ILSVRC2012_val_00017472.JPEG,n01440764,0,0,0.60997236,1,imagenet_c,gaussian_noise,3,none
convnext_base,ILSVRC2012_val_00017699.JPEG,n01440764,0,0,0.6681164,1,imagenet_c,gaussian_noise,3,none
convnext_base,ILSVRC2012_val_00017700.JPEG,n01440764,0,0,0.6475014,1,imagenet_c,gaussian_noise,3,none
convnext_base,ILSVRC2012_val_00017995.JPEG,n01440764,0,0,0.7820238,1,imagenet_c,gaussian_noise,3,none
convnext_base,ILSVRC2012_val_00018317.JPEG,n01440764,0,0,0.7469335,1,imagenet_c,gaussian_noise,3,none
convnext_base,ILSVRC2012_val_00021740.JPEG,n01440764,0,0,0.30231592,1,imagenet_c,gaussian_noise,3,none
convnext_base,ILSVRC2012_val_00023559.JPEG,n01440764,0,0,0.6756201,1,imagenet_c,gaussian_noise,3,none
convnext_base,ILSVRC2012_val_00024235.JPEG,n01440764,0,0,0.3806574,1,imagenet_c,gaussian_noise,3,none
convnext_base,ILSVRC2012_val_00024327.JPEG,n01440764,0,0,0.677404,1,imagenet_c,gaussian_noise,3,none
convnext_base,ILSVRC2012_val_00025129.JPEG,n01440764,0,0,0.75171596,1,imagenet_c,gaussian_noise,3,none
convnext_base,ILSVRC2012_val_00025527.JPEG,n01440764,0,0,0.72229254,1,imagenet_c,gaussian_noise,3,none
convnext_base,ILSVRC2012_val_00026064.JPEG,n01440764,0,0,0.45531633,1,imagenet_c,gaussian_noise,3,none
convnext_base,ILSVRC2012_val_00026397.JPEG,n01440764,0,0,0.7258999,1,imagenet_c,gaussian_noise,3,none
convnext_base,ILSVRC2012_val_00028158.JPEG,n01440764,0,6,0.22552393,0,imagenet_c,gaussian_noise,3,none
convnext_base,ILSVRC2012_val_00029930.JPEG,n01440764,0,0,0.76107645,1,imagenet_c,gaussian_noise,3,none
convnext_base,ILSVRC2012_val_00030740.JPEG,n01440764,0,0,0.739721,1,imagenet_c,gaussian_noise,3,none
convnext_base,ILSVRC2012_val_00031094.JPEG,n01440764,0,0,0.26905078,1,imagenet_c,gaussian_noise,3,none
convnext_base,ILSVRC2012_val_00031333.JPEG,n01440764,0,0,0.6966093,1,imagenet_c,gaussian_noise,3,none
